ligand,blob_map_filename
CA-like,7YVS_G_901_CA.npz
ATP-like,6MSE_A_501_ATP.npz
CYC-like,7SCB_AY_200_CYC.npz
RARE_LIGAND,7M5X_A_1203_Y01.npz
RARE_LIGAND,8FHO_A_1102_XZF.npz
ACO,7ZYY_B_1205_ACO.npz
NAG,6V0R_I_1_NAG.npz
1PE-like,7VFS_A_2410_R16.npz
RARE_LIGAND,6VON_D_501_TTX.npz
MG-like,6KS6_A_602_MG.npz
RARE_LIGAND,7WLL_A_2304_3PE.npz
CTP-like,7MIU_G_602_UTP.npz
ZN-like,6M3X_P_401_FE.npz
CLA-like,7S3D_B_1224_CLA.npz
CA-like,7MIY_D_2003_CA.npz
SF4-like,7R4C_I_203_SF4.npz
AGS,8EJ4_G_1101_AGS.npz
BCR,6KIF_T_4012_BCR.npz
CA-like,7PKD_J_301_CA.npz
CLA-like,6J3Y_B_615_CLA.npz
LMT,7R41_L_706_LMT.npz
ATP-like,8HH2_A_600_ATP.npz
NAG,8G3V_H_1101_NAG.npz
CLA-like,7Y7B_Z_304_CLA.npz
ZN-like,7LEY_C_1001_MN.npz
ADP-like,6NJP_B_600_ADP.npz
RARE_LIGAND,7AK5_U_201_EHZ.npz
ATP-like,6N30_A_600_ATP.npz
PLC,7S4H_B_301_PLC.npz
ADP-like,7NJM_E_600_ADP.npz
NAG,8G3V_V_1_NAG.npz
RARE_LIGAND,7Y7B_A_852_8CT.npz
SF4-like,7BKD_E_502_SF4.npz
CLA-like,6WJ6_B_607_CLA.npz
GTP-like,7RFE_E_601_GTP.npz
NAG,7TB8_C_1310_NAG.npz
ZN-like,7AQR_R_200_ZN.npz
NAG,7SMR_G_1_NAG.npz
CYC-like,7VEA_aI_201_CYC.npz
NAP-like,7D3F_C_1603_NDP.npz
ZN-like,7FGG_H_1001_ZN.npz
NAG,6J8E_B_2_NAG.npz
BCR,8AM5_b_845_BCR.npz
RARE_LIGAND,7SQ6_B_601_AQV.npz
NAG,7VSH_B_1_NAG.npz
OLC-like,6UD8_D_901_OLC.npz
CTP-like,7MIV_G_603_UTP.npz
MG-like,7WAF_B_1003_MG.npz
RARE_LIGAND,7UHF_A_2205_3PE.npz
ADP-like,8HH2_D_503_ADP.npz
MG-like,6YNY_g_302_MG.npz
NAG,6VI0_G_1156_NAG.npz
GTP-like,8SNB_OK_501_GTP.npz
RARE_LIGAND,6PLT_C_505_UNL.npz
RARE_LIGAND,6YJ4_Z_203_3PE.npz
MAN-like,8G3Q_s_6_MAN.npz
LMT,7R4C_Y_402_LMT.npz
RARE_LIGAND,6RFR_4_502_3PE.npz
CLA-like,7BLX_A_1118_CLA.npz
HEC-like,7Q21_C_302_HEC.npz
RARE_LIGAND,7LJ9_A_1201_OAA.npz
RARE_LIGAND,6WM2_1_201_WSS.npz
RARE_LIGAND,8AB8_P_303_PTY.npz
CDL,7E1V_R_602_CDL.npz
NAG,7LWW_B_1304_NAG.npz
RARE_LIGAND,6ZZX_6_617_CHL.npz
CLA-like,7R3K_B_828_CLA.npz
NAG,7SY5_J_2_NAG.npz
NAG,6UDJ_c_1_NAG.npz
RARE_LIGAND,8BD3_Y_301_CHL.npz
NAD-like,8ARI_P_501_NAD.npz
CA-like,7JPO_B_601_K.npz
NAG,7LWP_A_1309_NAG.npz
CLA-like,6LU1_A_859_CLA.npz
CLA-like,6ZZX_B_1022_CLA.npz
BMA-like,6PZZ_P_3_BMA.npz
NAG,7QN5_J_1_NAG.npz
MG-like,7WIW_A_902_MG.npz
ZN-like,8AGD_A_1205_CU.npz
CLA-like,7R3K_B_838_CLA.npz
RARE_LIGAND,6CSX_A_1106_PTY.npz
BMA-like,8G4T_q_3_BMA.npz
RARE_LIGAND,6USF_D_502_QMR.npz
MG-like,7R42_O_402_MG.npz
CLA-like,7YCA_6_611_CLA.npz
NAG,6XEY_N_2_NAG.npz
RARE_LIGAND,6KAC_g_607_CHL.npz
ADP-like,6TDY_D_601_ADP.npz
NAG,7V7F_l_1_NAG.npz
CLA-like,6KAC_b_604_CLA.npz
BCR,8AM5_j_101_BCR.npz
GLC-like,8AGC_L_8_GLC.npz
MAN-like,7OCI_J_4_MAN.npz
RARE_LIGAND,6ZZX_8_502_LUT.npz
CLA-like,8HW1_A_607_CLA.npz
RARE_LIGAND,8DRE_B_903_PEE.npz
CLA-like,6L35_3_613_CLA.npz
NAG,7MY3_P_1_NAG.npz
CLA-like,6KAC_B_614_CLA.npz
NAG,8G3Q_7_1_NAG.npz
RARE_LIGAND,7KHR_g_201_WEV.npz
RARE_LIGAND,6ZR2_H_401_3PE.npz
NAG,7V77_T_1_NAG.npz
MG-like,7NVN_A_602_MG.npz
CLA-like,6L35_3_603_CLA.npz
MG-like,7LGQ_B_904_MG.npz
RARE_LIGAND,8B9Z_H_502_3PE.npz
CLA-like,8BD3_q_315_CLA.npz
RARE_LIGAND,6KAC_D_410_LHG.npz
NAG,7V88_b_1_NAG.npz
NAG,7TP8_K_1_NAG.npz
CLR,7ZXN_B_501_CLR.npz
ATP-like,8EOB_B_801_ANP.npz
RARE_LIGAND,8ENL_D_601_CLF.npz
ZN-like,7OJ5_P_302_MN.npz
RARE_LIGAND,7JM7_C_906_0J1.npz
BCR,6L35_B_844_BCR.npz
ADP-like,5FTJ_C_807_ADP.npz
ATP-like,8H9S_A_601_ATP.npz
CLA-like,7YCA_K_206_CLA.npz
1PE-like,7XLQ_A_2405_R16.npz
ZN-like,7CUB_A_1003_CU.npz
PGV-like,7RXA_B_903_PGW.npz
NAG,7V82_e_1_NAG.npz
GSH,7DNZ_A_902_GSH.npz
MG-like,6ZQN_A_601_MG.npz
NAG,7XLQ_D_1205_NAG.npz
ZN-like,7VMR_B_6000_ZN.npz
RARE_LIGAND,6KIF_e_2001_PQN.npz
RARE_LIGAND,7QSK_q_202_PC1.npz
NAG,7UHG_G_2_NAG.npz
RARE_LIGAND,7B2L_C_302_PIO.npz
ATP-like,8BLY_A_602_ATP.npz
CDL,7R42_J_701_CDL.npz
CA-like,7UHF_A_2203_CA.npz
GTP-like,8SNB_HK_501_GTP.npz
GTP-like,8GLV_KL_501_GTP.npz
RARE_LIGAND,8AGC_A_1003_PTY.npz
CLA-like,8BD3_B_611_CLA.npz
NAG,7KYC_C_2_NAG.npz
CA-like,7YVS_B_903_CA.npz
RARE_LIGAND,6V1Y_N_602_QNJ.npz
NAG,6X96_U_1_NAG.npz
NAG,7KE4_M_1_NAG.npz
ZN-like,8HPO_F_502_ZN.npz
CLA-like,8BD3_B_601_CLA.npz
RARE_LIGAND,6WEL_D_809_PX2.npz
MG-like,8BM1_K_601_MG.npz
PGV-like,6VXZ_A_504_PGW.npz
NAG,7VGH_C_1_NAG.npz
MAN-like,8G3N_T_4_MAN.npz
CLA-like,7EW6_B_805_CLA.npz
NAG,7MTE_J_1_NAG.npz
MAN-like,8AGC_I_4_MAN.npz
MG-like,6JCW_A_401_MG.npz
NAG,7T67_C_1210_NAG.npz
CL-like,7ZGO_B_1303_CL.npz
CLA-like,8BD3_6_305_CLA.npz
NAG,6VRW_Z_1_NAG.npz
MG-like,7QVI_A_502_MG.npz
CLA-like,7EWK_A_824_CLA.npz
RARE_LIGAND,7RQV_D_902_6OU.npz
RARE_LIGAND,7LP9_B_905_LBN.npz
RARE_LIGAND,7X9W_I_31_CSS.npz
GLC-like,8AGB_L_7_GLC.npz
RARE_LIGAND,8BD3_8_607_CHL.npz
CLA-like,7EW6_B_815_CLA.npz
RARE_LIGAND,7YCA_A_844_PQN.npz
PGE-like,7LGW_A_814_D10.npz
ADP-like,6ZNL_C_800_ADP.npz
MG-like,8HSJ_F_1001_MG.npz
NAG,7KDG_E_1_NAG.npz
RARE_LIGAND,7MZ6_A_803_6IY.npz
CDL,8AB7_A_3002_CDL.npz
CTP-like,7MIG_C_604_UTP.npz
RARE_LIGAND,8EIO_A_1507_VX8.npz
NAG,6UDJ_3_2_NAG.npz
NAG,7RSN_Z_2_NAG.npz
CLA-like,7YCA_A_830_CLA.npz
ADP-like,5FTL_C_900_ADP.npz
CLA-like,6KIF_G_1122_CLA.npz
NAG,6VI0_a_1_NAG.npz
NAG,6OKP_e_1_NAG.npz
RARE_LIGAND,8AC4_N_503_PC1.npz
AGS,7WAF_C_1004_AGS.npz
ADP-like,8A2R_C_401_ADP.npz
RARE_LIGAND,7CU3_A_2010_6OU.npz
RARE_LIGAND,6ZZX_4_613_CHL.npz
CLA-like,7YCA_A_820_CLA.npz
ZN-like,6M3X_N_401_FE.npz
RARE_LIGAND,8DDX_C_1403_9Z9.npz
ATP-like,7NJO_F_600_ATP.npz
CA-like,6DNF_A_403_CA.npz
ZN-like,8FGW_B_1301_ZN.npz
RARE_LIGAND,6ZZX_7_501_LUT.npz
RARE_LIGAND,8AC4_C_504_PTY.npz
CLA-like,8AM5_a_840_CLA.npz
NAG,8F2S_G_2_NAG.npz
CLA-like,6KIF_G_1132_CLA.npz
NAG,7D00_Z_1_NAG.npz
CLA-like,8AM5_b_806_CLA.npz
RARE_LIGAND,7VCF_T_77_TPO.npz
NAG,7CWM_R_1_NAG.npz
NAG,7EAZ_I_1_NAG.npz
RARE_LIGAND,7R41_M_605_3PE.npz
NAG,7L2E_a_1_NAG.npz
CLA-like,6KIF_f_1201_CLA.npz
RARE_LIGAND,6PLT_A_511_UNL.npz
PGE-like,8B01_A_204_D10.npz
ZN-like,7UTD_A_601_3NI.npz
ATP-like,6RE4_U_1001_ATP.npz
CLA-like,7Y7B_4_601_CLA.npz
ADP-like,7TTN_G_602_ADP.npz
RARE_LIGAND,6PLU_D_608_UNL.npz
RARE_LIGAND,6NZU_G_101_8Q1.npz
BMA-like,8G3O_s_3_BMA.npz
PUT-like,7PBZ_D_503_HEX.npz
MG-like,6KPI_K_402_MG.npz
CLA-like,8AM5_b_816_CLA.npz
CYC-like,7SC9_AH_200_CYC.npz
CDL,6ZKB_L_1003_CDL.npz
RARE_LIGAND,7TNL_B_1301_CYZ.npz
RARE_LIGAND,7U2M_A_600_L2L.npz
RARE_LIGAND,8IO9_K_902_TPP.npz
FAD-like,7D3F_A_1604_FAD.npz
MG-like,6KQ4_H_402_MG.npz
HG-like,7XM1_L_202_BA.npz
RARE_LIGAND,8SIA_C_1317_DU0.npz
RARE_LIGAND,8DR8_E_903_PEE.npz
CLA-like,6LU1_A_814_CLA.npz
RARE_LIGAND,7LPA_C_903_LBN.npz
NAG,8FK5_T_1_NAG.npz
BCR,7EW6_J_102_BCR.npz
NAG,7VNC_A_1308_NAG.npz
RARE_LIGAND,6HWH_Y_601_HEM.npz
NAG,8G3O_b_1_NAG.npz
CLA-like,6WJ6_A_402_CLA.npz
NAG,8DP1_V_1_NAG.npz
CLA-like,6LU1_A_804_CLA.npz
SPM-like,7XQF_B_301_C14.npz
RARE_LIGAND,7R44_I_201_3PE.npz
SF4-like,6ZZX_C_3002_SF4.npz
CLA-like,6KAD_G_614_CLA.npz
RARE_LIGAND,6PLU_E_607_UNL.npz
RARE_LIGAND,7B2L_L_301_PIO.npz
RARE_LIGAND,8HLA_H_302_FL3.npz
CLA-like,6KIF_e_1101_CLA.npz
ADP-like,5GJR_z_401_ADP.npz
ZN-like,7WIY_A_501_FE.npz
ATP-like,6W20_D_802_ATP.npz
BCR,6ZZX_B_4002_BCR.npz
ACO,8G1E_C_3301_ACO.npz
ATP-like,8IO9_I_901_ANP.npz
RARE_LIGAND,7PQD_M_1007_U10.npz
MG-like,6KQO_A_401_MG.npz
BCL,7PQD_BA_102_BCL.npz
BCR,7YCA_L_307_BCR.npz
RARE_LIGAND,7UTD_A_166_DHI.npz
CLA-like,6YXR_A_1111_CLA.npz
CLA-like,7R3K_A_823_CLA.npz
NAG,6CDE_I_1_NAG.npz
RARE_LIGAND,7QVI_J_501_CAP.npz
CLA-like,8BD3_9_316_CLA.npz
MG-like,7RLH_A_903_MG.npz
NAG,8G3Q_k_1_NAG.npz
NAG,7CZT_Y_1_NAG.npz
NAG,7L2D_Q_2_NAG.npz
SO4-like,7Z16_H_1001_PO4.npz
HEC-like,6XKV_Q_501_HEC.npz
ADP-like,8EU9_U_501_ADP.npz
RARE_LIGAND,8FOA_B_812_POV.npz
NAG,7Y76_R_1_NAG.npz
ATP-like,8G08_C_600_ATP.npz
MAN-like,6PZY_M_7_MAN.npz
CLA-like,6YXR_A_1101_CLA.npz
RARE_LIGAND,6EZM_O_305_5LD.npz
CYC-like,7EZX_M7_1001_CYC.npz
F3S,7UTD_L_403_F3S.npz
NAD-like,6KPJ_F_403_NAI.npz
RARE_LIGAND,7XJ0_C_1104_6OU.npz
NAG,6A95_C_1_NAG.npz
NAG,7V7V_U_1_NAG.npz
NAG,8D56_S_1_NAG.npz
NAG,7YQX_B_1314_NAG.npz
NAG,8DIM_J_1_NAG.npz
RARE_LIGAND,7VNR_G_1101_7YV.npz
MG-like,8GLV_Da_501_MG.npz
RARE_LIGAND,8ASI_F_502_HEM.npz
ZN-like,6Z11_D_2001_ZN.npz
AGS,7JY5_C_903_AGS.npz
RARE_LIGAND,6L7P_D_607_AJP.npz
CLA-like,6L35_A_841_CLA.npz
ZN-like,7S4H_I_502_CU.npz
HEC-like,7LQ5_A_304_HEC.npz
NAG,7QN5_A_601_NAG.npz
MG-like,3JBT_M_1302_MG.npz
RARE_LIGAND,7R4C_B_203_PC1.npz
AGS,7WAF_D_1004_AGS.npz
BMA-like,7N4Y_G_3_BMA.npz
ATP-like,6XLF_B_801_ANP.npz
NAG,6OKP_I_2_NAG.npz
NAG,8AJL_P_1_NAG.npz
CLA-like,6L35_B_817_CLA.npz
NAG,7K9J_S_2_NAG.npz
NAG,6PLU_I_1_NAG.npz
BCR,6ZZX_5_504_BCR.npz
ADP-like,7ZYY_B_1203_ADP.npz
NAP-like,6ZKE_d_401_NDP.npz
AMP-like,7RES_B_603_IMP.npz
ZN-like,7OJ5_N_302_MN.npz
ADP-like,7NVN_b_601_ADP.npz
AMP-like,6U8E_E_601_IMP.npz
RARE_LIGAND,8HW1_D_613_32N.npz
RARE_LIGAND,8BD3_N_307_CHL.npz
CLA-like,6L35_B_807_CLA.npz
ADP-like,7UUW_B_401_ADP.npz
NAG,6UO8_D_2_NAG.npz
NAG,7XIX_L_1_NAG.npz
NAG,7YA0_J_1_NAG.npz
CLA-like,7R3K_I_201_CLA.npz
CLA-like,6YXR_3_612_CLA.npz
ADP-like,7PM3_D_402_ADP.npz
RARE_LIGAND,8G92_A_601_YUX.npz
NAG,7SBY_F_1_NAG.npz
MG-like,6KOU_F_401_MG.npz
ATP-like,6MSB_D_501_ATP.npz
RARE_LIGAND,7LGJ_F_8_7ID.npz
NAG,7WS4_P_1_NAG.npz
CLA-like,7Y7B_A_834_CLA.npz
RARE_LIGAND,8F68_A_1001_HEM.npz
AGS,6UKS_D_800_AGS.npz
FES-like,7W4D_M_803_FES.npz
RARE_LIGAND,7UTA_C_502_ICS.npz
HEZ-like,7LGW_A_804_OCT.npz
FES-like,7E1V_M_501_FES.npz
SF4-like,7W4D_M_802_SF4.npz
NAG,8CZZ_d_1_NAG.npz
RARE_LIGAND,6VX3_A_302_POV.npz
MG-like,6F95_B_301_MG.npz
ADP-like,8DBF_D_402_ADP.npz
CLA-like,7Y7B_A_824_CLA.npz
MG-like,7NJS_A_601_MG.npz
CYC-like,7SCC_BA_200_CYC.npz
FAD-like,6S6U_H_503_FAD.npz
RARE_LIGAND,7X6I_A_805_YZY.npz
ATP-like,8BM1_O_603_ATP.npz
ZN-like,7S4I_K_302_CU.npz
PEG-like,7XS6_A_2019_HP6.npz
ATP-like,8IO8_A_801_ANP.npz
NAD-like,8FOZ_G_602_NAD.npz
CLA-like,8BD3_S_311_CLA.npz
RARE_LIGAND,7S88_D_705_Y01.npz
NAG,7V7V_Y_2_NAG.npz
NAG,6U7H_I_1_NAG.npz
RARE_LIGAND,7R4C_i_1_SAC.npz
RARE_LIGAND,7XJ0_D_1104_6OU.npz
RARE_LIGAND,7X9W_W_31_CSS.npz
NAG,7SXW_K_1_NAG.npz
NAG,8FIS_M_1_NAG.npz
CLA-like,8HW1_C_603_CLA.npz
ADP-like,8DZG_F_602_ADP.npz
BCR,7EW6_B_846_BCR.npz
SF4-like,7BKC_A_703_SF4.npz
AGS,6DJU_D_901_AGS.npz
BMA-like,6LQG_F_3_BMA.npz
NAG,8DMI_K_1_NAG.npz
CLA-like,6KIF_H_1231_CLA.npz
ADP-like,5OOF_D_401_ADP.npz
NAD-like,6KPJ_C_402_NAI.npz
RARE_LIGAND,6Y79_i_101_3PE.npz
ATP-like,7UA5_D_5002_ATP.npz
RARE_LIGAND,8A1X_B_502_RBF.npz
NAG,7V7R_W_1_NAG.npz
CLA-like,7R3K_7_311_CLA.npz
RARE_LIGAND,7MZB_B_901_6EU.npz
RARE_LIGAND,8BD3_A_412_LMG.npz
RARE_LIGAND,7U2N_D_600_L2L.npz
CLA-like,7Y7B_B_810_CLA.npz
RARE_LIGAND,7UHG_A_2204_3PE.npz
NAG,8IOS_H_2_NAG.npz
GTP-like,8GLV_C9_501_GTP.npz
NAG,8HEC_R_1_NAG.npz
MG-like,6S6Z_F_3001_MG.npz
BPH,7PQD_m_1002_BPH.npz
NAG,7OAN_M_1_NAG.npz
CL-like,8GNK_A_603_CL.npz
RARE_LIGAND,7NVL_h_603_AF3.npz
MAN-like,8G3N_S_6_MAN.npz
SPM-like,7XQF_G_300_C14.npz
CA-like,7LA4_A_1102_CA.npz
RARE_LIGAND,8F68_A_1004_3PE.npz
CLA-like,6KIF_A_1105_CLA.npz
BCR,8BD3_b_620_BCR.npz
CLA-like,6KAD_B_615_CLA.npz
NAD-like,8ARI_O_501_NAD.npz
ZN-like,7Y6P_C_201_FE2.npz
ATP-like,7TZC_B_5301_ATP.npz
CLA-like,7BGI_B_1211_CLA.npz
CLA-like,8HG3_T_312_CLA.npz
NAP-like,7ZEB_d_402_NDP.npz
RARE_LIGAND,6KAD_C_520_DGD.npz
BO2,6TD5_h_301_BO2.npz
SPM-like,7XQF_G_310_C14.npz
NAG,7YRN_J_1_NAG.npz
CLA-like,6KAD_B_605_CLA.npz
PUT-like,6WU2_B_501_HEX.npz
NAG,7CAB_O_1_NAG.npz
ADP-like,6RDV_Y_601_ADP.npz
CLA-like,7BGI_B_1201_CLA.npz
CLA-like,8HG3_T_302_CLA.npz
RARE_LIGAND,7W1U_C_303_970.npz
RARE_LIGAND,6ZR2_K_1_FME.npz
NAD-like,7KCB_A_403_NAD.npz
CLA-like,6KIF_B_1215_CLA.npz
GTP-like,8SNB_KI_501_GTP.npz
CYC-like,7SCB_AF_200_CYC.npz
NAG,8G4T_u_1_NAG.npz
PGV-like,7RXA_A_802_PGW.npz
ATP-like,7RFE_C_603_ATP.npz
ZN-like,7Z19_H_301_ZN.npz
HG-like,7XM1_S_201_BA.npz
NAG,8E58_J_2_NAG.npz
SF4-like,7Z84_G_1002_SF4.npz
NAG,6PLX_F_1_NAG.npz
RARE_LIGAND,8EC0_J_404_HEM.npz
MG-like,6RDG_U_1002_MG.npz
BMA-like,6PZY_O_3_BMA.npz
RARE_LIGAND,6PLT_D_510_UNL.npz
RARE_LIGAND,8AGB_G_501_CPL.npz
RARE_LIGAND,6CVM_B_2001_PTQ.npz
CLA-like,6KIF_B_1205_CLA.npz
ADP-like,7TTN_B_603_ADP.npz
BMA-like,8G3Q_3_3_BMA.npz
CLR,8EPL_A_2404_CLR.npz
RARE_LIGAND,7Q21_d_604_HAS.npz
RARE_LIGAND,8ENL_A_502_UNX.npz
CLA-like,6ZZX_4_611_CLA.npz
MAN-like,6U7H_D_6_MAN.npz
FES-like,7W20_O_301_FES.npz
NAP-like,7V31_J_401_NDP.npz
NAG,7KDH_A_1310_NAG.npz
HEC-like,7E1V_C_301_HEC.npz
CLA-like,6L35_A_823_CLA.npz
CA-like,7YVS_F_902_CA.npz
BMA-like,7SMQ_I_3_BMA.npz
SF4-like,7BKC_H_504_SF4.npz
CLA-like,8HW1_K_605_CLA.npz
GTP-like,8GLV_L4_501_GTP.npz
FAD-like,7BKC_e_505_FAD.npz
ZN-like,7EVN_D_201_ZN.npz
MG-like,7NVL_b_602_MG.npz
CLA-like,6ZZX_4_601_CLA.npz
HG-like,7XM1_FB_201_BA.npz
CLA-like,6YEZ_A_1013_CLA.npz
RARE_LIGAND,8GF5_B_285_AGM.npz
NAG,7SMM_G_1_NAG.npz
NAG,7L86_e_1_NAG.npz
ATP-like,6RDY_U_1001_ATP.npz
CLA-like,6L35_A_833_CLA.npz
RARE_LIGAND,7R42_J_1_FME.npz
CA-like,7BH2_A_602_K.npz
ATP-like,7UA5_C_5002_ATP.npz
NAG,8IOS_D_1_NAG.npz
CLA-like,7R3K_A_841_CLA.npz
RARE_LIGAND,7Y7B_F_201_8CT.npz
SF4-like,7BKC_e_503_SF4.npz
CLA-like,6LU1_B_820_CLA.npz
CLA-like,8HW1_F_602_CLA.npz
MAN-like,8F2S_J_5_MAN.npz
ATP-like,7PW8_A_3702_ANP.npz
CLA-like,6ZZX_9_606_CLA.npz
CLA-like,7BLX_A_1127_CLA.npz
CLA-like,7VD5_b_512_CLA.npz
RARE_LIGAND,8IUM_R_401_S2F.npz
NAG,7L86_C_602_NAG.npz
NAP-like,6JQN_B_801_NAP.npz
ZN-like,7PT6_7_904_ZN.npz
RARE_LIGAND,7RZ5_D_1102_ZK1.npz
MG-like,8DH6_a_602_MG.npz
MG-like,8HH8_C_601_MG.npz
CDL,6ZR2_N_401_CDL.npz
RARE_LIGAND,8IO7_B_900_TPP.npz
CLA-like,6ZZX_A_1103_CLA.npz
RARE_LIGAND,6AGF_A_1909_6OU.npz
ADP-like,8DBF_A_403_ADP.npz
CLA-like,7R3K_B_817_CLA.npz
RARE_LIGAND,8ABA_C_502_HEM.npz
CLA-like,6ZZX_A_1113_CLA.npz
RARE_LIGAND,6KAC_Y_608_CHL.npz
CDL,8AC5_N_504_CDL.npz
BCR,6ZZX_I_4001_BCR.npz
NAG,7Y5T_I_1_NAG.npz
RARE_LIGAND,7UTA_B_601_CLF.npz
ZN-like,7Z16_H_1000_ZN.npz
ZN-like,8HPO_G_501_ZN.npz
NAG,7WS0_R_1_NAG.npz
BMA-like,7QL5_K_3_BMA.npz
CLA-like,6ZZX_K_1404_CLA.npz
NAG,7V77_M_2_NAG.npz
CLA-like,7R3K_B_807_CLA.npz
NAG,7OAN_C_1310_NAG.npz
GTP-like,8SNB_LI_501_GTP.npz
CLA-like,8BD3_N_305_CLA.npz
ZN-like,7OJ5_Q_301_MN.npz
RARE_LIGAND,7N4Y_B_2575_T44.npz
CLA-like,7YCA_B_804_CLA.npz
RARE_LIGAND,7PHK_B_602_PCF.npz
NAG,7V89_K_1_NAG.npz
RARE_LIGAND,6WEL_A_806_CPL.npz
NAG,8DLT_N_1_NAG.npz
CLA-like,6ZZX_B_1213_CLA.npz
ATP-like,7KSM_D_1001_ATP.npz
BCR,6KIF_n_4219_BCR.npz
CLA-like,8BD3_N_315_CLA.npz
RARE_LIGAND,6Y79_3_201_3PE.npz
RARE_LIGAND,7EW6_A_843_LHG.npz
RARE_LIGAND,8DMY_D_73_HIC.npz
CLA-like,6ZZX_B_1203_CLA.npz
NAG,6UDJ_v_1_NAG.npz
NAG,6W1Y_Q_1_NAG.npz
CLA-like,7YCA_B_814_CLA.npz
CLA-like,8BD3_d_405_CLA.npz
ATP-like,7JM7_C_901_ATP.npz
NAP-like,8BA0_P_501_NDP.npz
ATP-like,6RKD_B_805_ATP.npz
FMN-like,7E5Z_B_1000_FMN.npz
RARE_LIGAND,7O3C_C_401_HEM.npz
CLA-like,6L35_5_609_CLA.npz
CLA-like,6ZZX_8_609_CLA.npz
RARE_LIGAND,7S3D_G_1011_CL0.npz
NAG,7KKK_L_1_NAG.npz
ZN-like,6S61_X_201_ZN.npz
CLA-like,8AM5_a_832_CLA.npz
NAG,7V7G_e_1_NAG.npz
CLA-like,6KIF_G_1140_CLA.npz
NAG,7TGW_M_1_NAG.npz
RARE_LIGAND,7BYM_G_701_FBX.npz
NAG,7KC1_A_404_NAG.npz
CLA-like,7YCA_A_842_CLA.npz
RARE_LIGAND,7R42_L_701_3PE.npz
CLA-like,8AM5_a_822_CLA.npz
NAG,7QO7_O_1_NAG.npz
CLA-like,7S3D_H_1021_CLA.npz
FES-like,7P69_E_201_FES.npz
CLA-like,7BLX_B_1237_CLA.npz
CYC-like,7EZX_yP_1001_CYC.npz
NAG,6UDJ_AA_1_NAG.npz
PGE-like,7XE4_F_1913_D10.npz
CLA-like,6KIF_e_1104_CLA.npz
RARE_LIGAND,7STN_B_1204_3PE.npz
CDL,6YJ4_b_401_CDL.npz
NAG,7Q4E_F_1_NAG.npz
EPE,7QN5_D_501_EPE.npz
CLA-like,6LU1_A_801_CLA.npz
SO4-like,8EXR_B_704_PO4.npz
NAG,7V82_M_1_NAG.npz
ZN-like,7PT6_G_904_ZN.npz
NAG,7V7R_j_1_NAG.npz
SO4-like,8G0A_F_600_PO4.npz
BCR,6ZZX_B_4007_BCR.npz
RARE_LIGAND,8ERA_A_2601_XZ9.npz
RARE_LIGAND,6KQO_I_404_9TY.npz
CLA-like,8AM5_l_204_CLA.npz
RARE_LIGAND,7LI8_A_908_LNK.npz
AMP-like,7RFE_B_604_IMP.npz
BCR,6KIF_e_4011_BCR.npz
RARE_LIGAND,6PLU_E_612_UNL.npz
RARE_LIGAND,7VYQ_G_302_83I.npz
NAG,6J8E_F_1_NAG.npz
RARE_LIGAND,6TDV_m_204_TRT.npz
FMN-like,7V2E_A_502_FMN.npz
ZN-like,6S61_B_201_FE.npz
NAG,7OAN_P_1_NAG.npz
RARE_LIGAND,7L2S_A_802_6IY.npz
RARE_LIGAND,8HG3_T_305_CHL.npz
CLA-like,7YCA_O_2002_CLA.npz
NAG,8G3V_R_2_NAG.npz
NAG,7V88_J_1_NAG.npz
MG-like,8F8T_E_402_MG.npz
RARE_LIGAND,7MIX_A_2411_3PE.npz
RARE_LIGAND,6WJ6_M_101_FME.npz
RARE_LIGAND,8ABA_P_303_PTY.npz
RARE_LIGAND,6TDV_I_101_LPP.npz
RARE_LIGAND,7R4C_M_603_PC1.npz
CLA-like,8BD3_2_612_CLA.npz
CLA-like,7BLX_A_1140_CLA.npz
CLA-like,7R3K_A_836_CLA.npz
RARE_LIGAND,7R42_M_601_3PE.npz
NAG,6PZY_A_501_NAG.npz
NAG,7MY3_X_1_NAG.npz
ATP-like,6REF_T_1001_ATP.npz
RARE_LIGAND,7CUB_A_1002_HEO.npz
CYC-like,7SC9_AP_200_CYC.npz
NAG,7P77_G_1_NAG.npz
CLA-like,8BD3_2_602_CLA.npz
SF4-like,7KOE_H_601_SF4.npz
NAD-like,7RER_B_601_NAD.npz
ZN-like,6WOT_A_6000_ZN.npz
CLA-like,7R3K_A_826_CLA.npz
RARE_LIGAND,7Y9U_A_701_E7O.npz
ADP-like,8OID_E_401_ADP.npz
MG-like,7W31_M_804_MG.npz
ADP-like,7R8V_D_401_ADP.npz
CYC-like,7SCC_AD_200_CYC.npz
NAG,7YQX_L_1_NAG.npz
ADP-like,7STE_C_401_ADP.npz
NAG,7WJZ_M_1304_NAG.npz
MG-like,7NVN_q_602_MG.npz
CLA-like,8BD3_9_313_CLA.npz
NAG,7SY5_N_1_NAG.npz
CLA-like,6ZZX_1_615_CLA.npz
RARE_LIGAND,7PMD_H_2_EEP.npz
GTP-like,8SNB_PE_501_GTP.npz
CLA-like,7YCA_A_825_CLA.npz
NAG,8G4T_h_1_NAG.npz
NAG,7KDG_M_1_NAG.npz
MAN-like,8F2S_I_4_MAN.npz
RARE_LIGAND,7CU3_A_2015_6OU.npz
CLA-like,6KIF_G_1137_CLA.npz
RARE_LIGAND,7LGQ_L_8_7ID.npz
